size,density,graph_type,mst_algo,runtime
50,25,matrix,kruskals,0.33988254200085066
50,25,matrix,kruskals,0.33824070800619666
50,25,matrix,kruskals,0.33798029200261226
50,25,matrix,kruskals,0.3653447499964386
50,25,matrix,kruskals,0.34293808299844386
50,25,matrix,kruskals,0.3424757499960833
50,25,list,prims,0.015885499997239094
50,25,list,prims,0.011086874997999985
50,25,list,prims,0.011210125
50,25,list,prims,0.010925875001703389
50,25,list,prims,0.011050084001908544
50,25,list,prims,0.011126459001388866
50,25,list,prims,0.01096875
50,25,list,prims,0.011106167003163137
50,25,list,prims,0.011278042002231814
50,25,list,prims,0.011028791006538086
50,25,list,kruskals,0.021218375
50,25,list,kruskals,0.02164
50,25,list,kruskals,0.021202625
50,25,list,kruskals,0.021233208
50,25,list,kruskals,0.021450666
50,25,list,kruskals,0.021017750004830305
50,25,list,kruskals,0.021729207997850608
50,25,list,kruskals,0.021063708
50,25,list,kruskals,0.021682374994270504
50,25,list,kruskals,0.034005209
50,50,matrix,prims,0.3248650839959737
50,50,matrix,prims,0.3295568750036182
50,50,matrix,prims,0.3338369999983115
50,50,matrix,prims,0.33052762499573873
50,50,matrix,prims,0.34249045900651254
50,50,matrix,prims,0.3289294999995036
50,50,matrix,prims,0.3335091250046389
50,50,matrix,prims,0.32897083400166593
50,50,matrix,prims,0.33295320899924263
50,50,matrix,prims,0.34618824999779463
50,50,matrix,kruskals,0.3508944999994128
50,50,matrix,kruskals,0.37039166699833004
50,50,matrix,kruskals,0.34507604200189235
50,50,matrix,kruskals,0.3513593329989817
50,50,matrix,kruskals,0.3691205830036779
50,50,matrix,kruskals,0.34384504099580226
50,50,matrix,kruskals,0.3447875420024502
50,50,matrix,kruskals,0.36693179099529516
50,50,matrix,kruskals,0.34017183399555506
50,50,matrix,kruskals,0.3501563750032801
50,50,list,prims,0.017406375001883134
50,50,list,prims,0.012737000004563015
50,50,list,prims,0.012448875000700355
50,50,list,prims,0.012562333002279047
50,50,list,prims,0.012693542004853953
50,50,list,prims,0.012727292
50,50,list,prims,0.012902541995572392
50,50,list,prims,0.012432540999725461
50,50,list,prims,0.012654500002099667
50,50,list,prims,0.012365916998533066
50,50,list,kruskals,0.026408041
50,50,list,kruskals,0.025602166999306064
50,50,list,kruskals,0.026512791999266483
50,50,list,kruskals,0.026202208
50,50,list,kruskals,0.0264235
50,50,list,kruskals,0.025773791996471118
50,50,list,kruskals,0.026404500000353437
50,50,list,kruskals,0.052415083002415486
50,50,list,kruskals,0.026102666997758206
50,50,list,kruskals,0.025875708
50,75,matrix,prims,0.3232735830024467
50,75,matrix,prims,0.33990924999670824
50,75,matrix,prims,0.33099716699507553
50,75,matrix,prims,0.32688533300097333
50,75,matrix,prims,0.32684995800082106
50,75,matrix,prims,0.32930487500561867
50,75,matrix,prims,0.32965587500075344
50,75,matrix,prims,0.3279131250019418
50,75,matrix,prims,0.3328298749984242
50,75,matrix,prims,0.3317359580032644
50,75,matrix,kruskals,0.6352646670056856
50,75,matrix,kruskals,0.39519087500229944
50,75,matrix,kruskals,0.3494496249986696
50,75,matrix,kruskals,0.3591431249951711
50,75,matrix,kruskals,0.351051917
50,75,matrix,kruskals,0.372307917
50,75,matrix,kruskals,0.35058608400140656
50,75,matrix,kruskals,0.37441470799967647
50,75,matrix,kruskals,0.34772529100155225
50,75,matrix,kruskals,0.3508618329942692
50,75,list,prims,0.029375250000157394
50,75,list,prims,0.013274459000967909
50,75,list,prims,0.013270874995214399
50,75,list,prims,0.013376625000091735
50,75,list,prims,0.013195792002079543
50,75,list,prims,0.013323917002708185
50,75,list,prims,0.013444834003166761
50,75,list,prims,0.013443416006339248
50,75,list,prims,0.013193708997278009
50,75,list,prims,0.013142166993930005
50,75,list,kruskals,0.028032750000420492
50,75,list,kruskals,0.027425458
50,75,list,kruskals,0.041929375
50,75,list,kruskals,0.027073249999375548
50,75,list,kruskals,0.027142541999637615
50,75,list,kruskals,0.027500083997438196
50,75,list,kruskals,0.026779
50,75,list,kruskals,0.027451624999230262
50,75,list,kruskals,0.026819499995326623
50,75,list,kruskals,0.027285167001537047
50,100,matrix,prims,0.3328554580002674
50,100,matrix,prims,0.33545612499437993
50,100,matrix,prims,0.3256467920000432
50,100,matrix,prims,0.32894383300299523
50,100,matrix,prims,0.3293196669983445
50,100,matrix,prims,0.3367311250040075
50,100,matrix,prims,0.3324669579960755
50,100,matrix,prims,0.33839325
50,100,matrix,prims,0.3251945000010892
50,100,matrix,prims,0.3308456250015297
50,100,matrix,kruskals,0.3535020000053919
50,100,matrix,kruskals,0.3759526670037303
50,100,matrix,kruskals,0.3452544579995447
50,100,matrix,kruskals,0.37438929099880625
50,100,matrix,kruskals,0.3514351670019096
50,100,matrix,kruskals,0.3535154999990482
